customer_no,customer_name,recency,frequency,monetary,avg_order_value,customer_tenure,log_tenure,avg_gap,gap_std,gap_cv,min_gap,max_gap,median_gap,recency_gap_ratio,recent_orders,prior_orders,recent_revenue,prior_revenue,order_trend,revenue_trend,seasonality_cv,peak_quarter,orders_per_month,revenue_per_month,order_value_cv,is_churned,is_churned_relative,churn_label,churn_probability,risk_category,revenue_at_risk
CUST0075,Central Distribution,263,5,11741.94,2348.388,1028,6.9363427358340495,191.25,179.12635205351557,0.9366083767504082,18.0,436.0,155.5,1.3751633986928105,0,1,0.0,74.33,-1.0,-1.0,0.3464101615137754,1,0.14591439688715954,342.66361867704285,1.3668846060667275,1,0,1,0.9996646251046294,Critical,11738.002048101052
CUST0076,Blue Partners Corp,18,86,362626.94,4216.592325581395,1064,6.970730078143525,12.305882352941177,10.77588083838798,0.8756690929856389,0.0,54.0,10.0,1.4627151051625238,19,15,72090.95,65236.97,0.26666666666666666,0.1050628194411849,0.25333542074989446,4,2.424812030075188,10224.44379699248,1.4776248215997803,0,0,0,0.13118914856124034,Low,47572.71950396799
CUST0077,Red Goods,157,4,33566.61,8391.6525,946,6.853299093186078,263.0,223.51510016104058,0.8498673009925497,8.0,425.0,356.0,0.596958174904943,1,0,34.9,0.0,1.0,1.0,0.7071067811865476,2,0.12684989429175475,1064.4802325581395,1.573234570927041,1,0,1,0.7016207107867313,Critical,23551.028766901003
CUST0078,Elite Goods & Water,4,93,422650.8199999999,4544.6324731182785,1068,6.974478911025045,11.565217391304348,10.157338437211092,0.8782661054731395,0.0,48.0,8.0,0.3458646616541353,18,12,115547.15999999999,30403.879999999997,0.5,2.80040836893186,0.11311637159899283,1,2.6123595505617976,11872.214044943817,1.5462863340538875,0,0,0,0.003604658844531797,Low,1523.5120164616162
CUST0079,Customer_0079,44,17,65352.33,3844.254705882353,908,6.812345094177479,54.0,40.886835697242866,0.7571636240230161,3.0,125.0,38.5,0.8148148148148148,5,4,25919.609999999997,19035.97,0.25,0.3616122530136366,0.5217307723784341,3,0.5616740088105727,2159.21795154185,1.172082817927189,0,0,0,0.08161744769883084,Low,5333.8903757717335
CUST0080,National Supply,51,116,475568.69000000006,4099.730086206897,1061,6.967909201801884,8.782608695652174,8.431127173498998,0.9599798266855295,0.0,45.0,6.0,5.806930693069307,17,22,86971.43,76956.93000000001,-0.22727272727272727,0.13013123054674847,0.3413618943659195,2,3.2799245994344957,13446.805560791707,1.2888850773877982,0,1,1,0.9999936243825155,Critical,475565.657955945
CUST0081,National Inc Inc,13,168,645876.21,3844.50125,1064,6.970730078143525,6.293413173652695,6.852412623448334,1.088822938264388,0.0,43.0,4.0,2.065651760228354,41,27,96852.48999999999,98565.19999999998,0.5185185185185185,-0.0173764168286575,0.15912648933145573,3,4.7368421052631575,18210.79539473684,1.4569405235939012,0,1,1,0.6093106524248109,High,393539.25490076415
CUST0082,Prime Sales,140,12,52204.2,4350.349999999999,935,6.8416154764775925,72.27272727272727,44.47716472323952,0.6154073106360185,8.0,154.0,71.0,1.937106918238994,2,2,1187.1399999999999,1990.3700000000001,0.0,-0.4035581324075424,0.9428090415820635,3,0.3850267379679144,1675.0010695187163,1.283877646573724,1,0,1,0.9587855166122449,Critical,50052.63086632895
CUST0083,Silver Store & Retail,7,26,122691.11,4718.888846153846,1013,6.921658184151129,40.24,34.05299791012043,0.8462474629751598,3.0,153.0,34.0,0.17395626242544732,4,4,16509.079999999998,37403.83,0.0,-0.558625948198353,0.36622709889963334,2,0.7699901283316881,3633.4978282329716,1.3179388596590205,0,0,0,0.0038506789823680807,Low,472.44407860041025
CUST0084,Customer_0084,10,229,875406.38,3822.7352838427946,1066,6.9726062513017535,4.631578947368421,4.778371163494806,1.0316937739363785,0.0,29.0,3.0,2.159090909090909,41,38,120866.25,108077.98999999999,0.07894736842105263,0.11832436928184925,0.10321454382087822,2,6.4446529080675425,24636.20206378987,1.7313967569073474,0,1,1,0.652365621225702,High,571085.0269136429
CUST0085,Green Solutions,113,37,110539.54000000004,2987.555135135136,1068,6.974478911025045,26.52777777777778,24.290487392758873,0.9156623519783449,0.0,107.0,18.0,4.259685863874346,4,6,21413.37,9013.529999999999,-0.3333333333333333,1.3756918765455932,0.16216216216216217,1,1.0393258426966292,3105.0432584269674,1.041243008718419,1,1,1,0.9999363186700101,Critical,110532.50069507636
CUST0086,Red Water Corp,21,123,564352.72,4588.233495934959,1053,6.960347729101308,8.459016393442623,8.13943318531711,0.9622198145433017,0.0,43.0,6.0,2.4825581395348837,24,24,90510.89,156475.75,0.0,-0.4215660254064927,0.2163273934252044,1,3.5042735042735043,16078.42507122507,1.4966516862462727,0,1,1,0.805125546944399,Critical,454374.7923595592
CUST0087,Classic Direct,15,49,171330.99000000002,3496.550816326531,1054,6.961296045910167,21.645833333333332,23.262141266703217,1.0746706263731998,0.0,102.0,13.0,0.6929740134744947,10,11,27141.589999999997,44482.59,-0.09090909090909091,-0.3898379118661931,0.3423060034124932,2,1.394686907020873,4876.593643263758,1.4697032588366987,0,0,0,0.012838356102622121,Low,2199.60826103479
CUST0088,Elite Goods & Solutions,11,30,131475.55000000002,4382.518333333334,1061,6.967909201801884,36.206896551724135,35.09108485717138,0.9691823436742573,0.0,144.0,23.0,0.3038095238095238,6,7,9735.64,30452.27,-0.14285714285714285,-0.6802983816969966,0.4145501801372806,2,0.8482563619227144,3717.4990574929316,1.0704944312094595,0,0,0,0.007305169150163177,Low,960.4511318607365
CUST0089,Customer_0089,6,20,106587.65999999999,5329.383,1057,6.964135612418245,55.31578947368421,51.30740972216061,0.9275364269467664,3.0,181.0,43.0,0.10846812559467174,1,3,471.36,22851.96,-0.6666666666666666,-0.9793733229009678,0.6733003292241386,2,0.5676442762535477,3025.193755912961,1.3848939286358652,0,0,0,0.002973286736799835,Low,316.91567578453026
CUST0090,South Supply,53,12,24621.7,2051.8083333333334,1050,6.957497370876951,90.63636363636364,56.29435624869109,0.6211012224028104,18.0,230.0,78.0,0.5847542627883651,3,2,7221.85,1132.8600000000001,0.5,5.374883039387037,0.2721655269759087,4,0.34285714285714286,703.4771428571429,0.9571058044971029,0,0,0,0.10703051644423711,Low,2635.273266735073
CUST0091,Modern Retail Corp,10,85,299663.69,3525.4551764705884,1051,6.9584483932976555,12.392857142857142,13.097427188852693,1.0568529143742809,0.0,59.0,7.0,0.8069164265129684,14,17,45594.31,55074.83,-0.17647058823529413,-0.17213888812729888,0.10434615447568683,3,2.4262607040913418,8553.673358705995,1.5195254587096794,0,0,0,0.018140168111120368,Low,5435.94971339866
CUST0092,South Products,36,20,52985.6,2649.2799999999997,997,6.905753276311464,50.578947368421055,54.47457693423367,1.0770207718526947,1.0,206.0,26.0,0.7117585848074922,4,4,13315.15,15550.869999999999,0.0,-0.14376816216713273,0.282842712474619,3,0.6018054162487462,1594.3510531594784,1.1870053507305567,0,0,0,0.07146122514837329,Low,3786.4158912216476
CUST0093,Metro Shop & Group,25,47,175507.05,3734.192553191489,1043,6.950814768442584,22.130434782608695,25.51566725293146,1.1529672825489659,0.0,125.0,13.5,1.1296660117878192,9,4,19690.58,12238.22,1.25,0.6089414963940837,0.3892318506102764,3,1.351869606903164,5048.1414189837005,1.491715583562921,0,0,0,0.028030663973497016,Low,4919.57914352974
CUST0094,Customer_0094,8,45,128613.14000000001,2858.069777777778,1032,6.940222469119639,23.272727272727273,21.289110259586245,0.9147664564665965,0.0,96.0,18.5,0.34375,6,4,26294.949999999997,10642.699999999999,0.5,1.4707029231304085,0.13333333333333333,1,1.308139534883721,3738.7540697674426,1.5831181322808305,0,0,0,0.003321994475990495,Low,427.2521406197922
CUST0095,Prime Solutions,9,47,146234.19999999998,3111.3659574468084,1063,6.96979066990159,22.91304347826087,20.47201459657823,0.8934655326779872,1.0,94.0,18.0,0.3927893738140417,9,8,30405.65,11042.27,0.125,1.7535687861282145,0.2634634839859108,4,1.3264346190028222,4127.023518344308,1.1232219853438972,0,0,0,0.007636643228373494,Low,1116.7384131866152
CUST0096,East LLC LLC,1,107,392923.63,3672.183457943925,1057,6.964135612418245,9.962264150943396,9.78329434076943,0.9820352273878405,0.0,49.0,7.0,0.10037878787878789,24,23,99675.18,105196.28,0.043478260869565216,-0.052483795054349885,0.19869431425672243,2,3.0368968779564804,11152.04247871334,1.4599952811167458,0,0,0,0.0022337966649971083,Low,877.7114942925577
CUST0097,Central Outlet,9,217,910546.6399999999,4196.067465437787,1067,6.97354301952014,4.898148148148148,4.222728787781586,0.862107200530078,0.0,19.0,4.0,1.837429111531191,34,43,172861.22,160376.87,-0.20930232558139536,0.0778438312207989,0.1382488479262673,1,6.101218369259605,25601.123898781625,1.590625004319819,0,0,0,0.41703654965492637,Medium,379731.2290454863
CUST0098,North Market & Supply,62,32,123847.37000000001,3870.2303125000003,1001,6.90975328164481,30.29032258064516,30.482993672305327,1.0063608134626891,0.0,103.0,17.0,2.0468583599574015,2,4,9312.23,5471.210000000001,-0.5,0.7020421442423153,0.22821773229381923,2,0.959040959040959,3711.709390609391,1.200775797800789,0,1,1,0.8418381743895678,Critical,104259.44386374933
CUST0099,Customer_0099,2,114,450974.82,3955.9194736842105,1064,6.970730078143525,9.398230088495575,8.898775821716042,0.9468565610677144,0.0,41.0,7.0,0.2128060263653484,23,25,56835.78000000001,116591.05000000002,-0.08,-0.5125202148878494,0.22467102587483678,2,3.214285714285714,12715.455451127818,1.4247432394888007,0,0,0,0.003233674463588753,Low,1458.3057591555346
CUST0100,Heritage Group,1,107,340248.9600000001,3179.8968224299074,1052,6.959398512133975,9.915094339622641,9.010171949660219,0.908732851250222,0.0,40.0,7.5,0.10085632730732635,20,11,54515.340000000004,44198.83,0.8181818181818182,0.23341138215649604,0.18409080003357203,4,3.051330798479087,9702.91711026616,1.2711313869559102,0,0,0,0.0020892122586686273,Low,710.8522982312516
CUST0101,Classic Retail LLC,22,48,212426.4,4425.55,1054,6.961296045910167,21.95744680851064,20.16880657244974,0.9185406094042032,0.0,106.0,19.0,1.001937984496124,5,12,22930.75,61748.11,-0.5833333333333334,-0.6286404555540243,0.36641405439646996,1,1.366223908918406,6046.292220113852,0.9610017405708827,0,0,0,0.08200692671639426,Low,17420.436217427454
CUST0102,Pacific Depot,4,187,728639.3699999999,3896.4672192513362,1060,6.966967138613983,5.67741935483871,5.940536494695791,1.0463444962248267,0.0,34.0,4.0,0.7045454545454545,35,26,136472.81999999998,113786.55,0.34615384615384615,0.19937567313535717,0.1214739753112358,3,5.292452830188679,20621.868962264147,1.7249031848336094,0,0,0,0.016261889786998482,Low,11849.053129408006
CUST0103,Classic Products & Distribution,4,18,98112.52000000002,5450.695555555557,1008,6.9167150203536085,59.05882352941177,56.09419598790424,0.9498021233011674,5.0,216.0,39.0,0.06772908366533864,2,3,17799.350000000002,6124.63,-0.3333333333333333,1.906191884244436,0.38490017945975047,1,0.5357142857142857,2920.0154761904764,1.2457460120350303,0,0,0,0.004598613983378703,Low,451.18160641652275
CUST0104,Customer_0104,36,10,15191.29,1519.1290000000001,841,6.7357800142423265,89.44444444444444,81.76813424420162,0.9141778983823784,18.0,252.0,50.0,0.40248447204968946,3,2,5824.49,432.20000000000005,0.5,12.476376677464135,0.5163977794943222,3,0.356718192627824,541.9009512485137,1.663643092783481,0,0,0,0.026874806913650563,Low,408.26298551927067
CUST0105,Summit Corp,14,116,426281.76000000007,3674.8427586206903,1060,6.966967138613983,9.095652173913043,8.013118534620936,0.8809833952977129,0.0,30.0,7.0,1.5391969407265775,22,15,88330.78,66658.76,0.4666666666666667,0.325118859096689,0.10151449271641202,1,3.283018867924528,12064.578113207548,1.0483861494177347,0,0,0,0.2632622450518661,Low,112223.89316226078
CUST0106,Advanced Distribution Corp,15,24,122969.48000000001,5123.7283333333335,1023,6.931471805599453,43.82608695652174,50.50081203119685,1.1523002745213566,3.0,190.0,26.0,0.34226190476190477,2,4,5458.75,13761.16,-0.5,-0.6033219583232808,0.5931710140017395,1,0.7038123167155425,3606.143108504399,1.2169624739599831,0,0,0,0.00890312067138932,Low,1094.8121193379957
CUST0107,Prime Shop,2,106,387567.92000000004,3656.301132075472,1064,6.970730078143525,10.114285714285714,10.430460464164826,1.031260215383528,0.0,55.0,6.0,0.1977401129943503,16,25,80635.9,90976.59,-0.36,-0.11366319621344351,0.20553628475934832,3,2.988721804511278,10927.666917293234,1.570038480396795,0,0,0,0.002235706601611614,Low,866.4881573168819
CUST0108,Mountain Sales & Corp,3,152,549771.41,3616.9171710526316,1065,6.97166860472579,7.033112582781457,6.9708126915427835,0.9911419175357442,0.0,46.0,6.0,0.4265536723163842,26,29,112053.39,147531.97000000003,-0.10344827586206896,-0.2404806226067477,0.20497055167627934,2,4.28169014084507,15486.518591549297,1.2496311039837624,0,0,0,0.009617721866681892,Low,5287.548511633536
CUST0109,Customer_0109,144,4,3223.4700000000003,805.8675000000001,673,6.513230110912307,176.33333333333334,178.70739585516134,1.0134634925623516,16.0,369.0,144.0,0.8166351606805292,1,0,95.33,0.0,1.0,1.0,0.4330127018922193,3,0.17830609212481427,143.69108469539376,1.1053407226377332,1,0,1,0.940671224240179,Critical,3032.22547120149
CUST0110,East Solutions,8,134,572985.6500000001,4276.012313432837,1046,6.953684210870537,7.804511278195489,8.385104620348516,1.0743920178288562,0.0,44.0,5.0,1.02504816955684,24,24,67055.39,86183.48,0.0,-0.2219461316716382,0.17993175442811069,2,3.8432122370936903,16433.62284894838,1.5418650273739916,0,0,0,0.03749068205665767,Low,21481.622827177336
CUST0111,Elite LLC Corp,11,32,161146.11000000002,5035.8159375000005,1065,6.97166860472579,34.0,35.21931288370062,1.0358621436382534,1.0,140.0,21.0,0.3235294117647059,4,4,13359.31,18650.88,0.0,-0.2837169077276783,0.5303300858899106,1,0.9014084507042254,4539.3270422535215,1.3879447347819363,0,0,0,0.0036520178180633237,Low,588.5084650315924
CUST0112,Green Depot,13,48,226140.35,4711.257291666667,1047,6.954638864880987,22.0,22.29642201750336,1.0134737280683346,0.0,107.0,15.0,0.5909090909090909,8,9,14947.23,36463.29,-0.1111111111111111,-0.5900745654053707,0.11785113019775793,1,1.3753581661891119,6479.666189111748,1.4885293622220563,0,0,0,0.011194123595295454,Low,2531.443027783372
CUST0113,Heritage Goods & Enterprises,7,70,283463.9,4049.484285714286,1065,6.97166860472579,15.333333333333334,12.771368099669468,0.8329153108480087,1.0,51.0,12.0,0.45652173913043476,14,14,63388.240000000005,65371.48,0.0,-0.030338000608216273,0.0329914439536929,1,1.971830985915493,7984.898591549297,1.1798618444814888,0,0,0,0.010247744852650247,Low,2904.8657221371645
CUST0114,Customer_0114,1,145,578326.27,3988.457034482759,1067,6.97354301952014,7.402777777777778,8.764454151038533,1.183941273686256,0.0,75.0,5.0,0.1350844277673546,21,24,63441.16,98176.12,-0.125,-0.3538025336507492,0.11784832752162111,4,4.0768509840674785,16260.344985941892,1.5248885426906273,0,0,0,0.002544096509335684,Low,1471.3178447641262
CUST0116,Blue Group Inc,50,41,182168.09,4443.1241463414635,1068,6.974478911025045,25.45,36.18396726700221,1.4217668867191438,0.0,211.0,19.0,1.9646365422396856,8,7,21759.69,37816.27,0.14285714285714285,-0.4245944933225831,0.6489821802756132,2,1.151685393258427,5117.08117977528,1.941706098154939,0,0,0,0.3578385498157459,Medium,65186.76514830429
CUST0117,Classic Goods,3,80,292402.91000000003,3655.0363750000006,1066,6.9726062513017535,13.455696202531646,13.193624595152231,0.9805233706651234,0.0,55.0,8.0,0.22295390404515522,15,14,72207.75,71458.68000000001,0.07142857142857142,0.010482561390722475,0.3488074922742725,1,2.25140712945591,8228.974953095687,1.378114358304319,0,0,0,0.0024703785427799604,Low,722.3458747104199
CUST0118,Red Store & Industries,50,47,175851.53000000003,3741.5219148936176,1012,6.920671504248683,20.91304347826087,24.423873645774012,1.1678775339975098,0.0,151.0,15.0,2.3908523908523907,8,13,31919.59,52104.53,-0.38461538461538464,-0.3873931882698107,0.1754513032177728,3,1.3932806324110671,5212.990019762847,1.7599211275746214,0,1,1,0.8398445654615619,Critical,147687.95179860084
CUST0119,Customer_0119,10,53,136354.3,2572.7226415094337,1064,6.970730078143525,20.26923076923077,18.261837830988128,0.9009635362536837,0.0,77.0,17.5,0.49335863377609107,9,6,9914.640000000001,7023.04,0.5,0.4117305326468312,0.2641509433962264,4,1.494360902255639,3844.576127819548,1.4084903426441315,0,0,0,0.0055827598358011475,Low,761.2333094787804
CUST0120,Premier Distribution,65,11,32927.0,2993.3636363636365,1044,6.951772164398911,97.9,87.71981912126054,0.8960144956206388,11.0,300.0,60.0,0.6639427987742594,2,0,6493.9,0.0,1.0,1.0,0.34815531191139565,2,0.3160919540229885,946.1781609195403,1.4036749072361479,0,0,0,0.10213019849468552,Low,3362.84104583451
CUST0121,Silver Water Corp,23,22,37140.130000000005,1688.1877272727274,1065,6.97166860472579,49.61904761904762,49.269134547377824,0.992948009112221,4.0,206.0,37.0,0.463531669865643,4,1,14579.5,2119.12,3.0,5.879978481633887,0.31491832864888675,3,0.6197183098591549,1046.2008450704227,1.263371038088768,0,0,0,0.0030854950495522353,Low,114.59568725472647
CUST0122,East Depot,26,19,98748.39,5197.283684210526,990,6.898714534329988,53.55555555555556,47.886166763693474,0.8941400433054798,3.0,165.0,39.5,0.4854771784232365,4,1,10106.15,2099.79,3.0,3.812933674319813,0.43401111848606955,4,0.5757575757575758,2992.3754545454544,1.2133848658840911,0,0,0,0.0030903997586012827,Low,305.1720006182653
CUST0123,West Depot & Water,9,91,386924.49,4251.9174725274725,1061,6.967909201801884,11.688888888888888,10.34315106882131,0.8848703385873745,0.0,39.0,7.5,0.7699619771863119,14,12,54411.939999999995,40468.229999999996,0.16666666666666666,0.3445594235280367,0.18079066196707788,3,2.573044297832234,10940.372007540056,1.1962912964924721,0,0,0,0.021265206048834914,Low,8228.029005190363
CUST0124,Customer_0124,43,13,116946.37000000001,8995.874615384617,689,6.536691597591305,53.833333333333336,33.83874415607952,0.6285834827754709,8.0,118.0,47.0,0.7987616099071208,2,5,14754.42,73425.92,-0.6,-0.7990570632278085,0.38717099668055127,1,0.5660377358490567,5092.0044992743115,1.0408351792768678,0,0,0,0.17913568085462708,Low,20949.267613427135
CUST0125,Summit Beverage,36,13,78273.2,6021.015384615384,1001,6.90975328164481,80.41666666666667,69.67255665981514,0.8663944869614317,22.0,273.0,62.5,0.4476683937823834,4,3,50919.93,14250.11,0.3333333333333333,2.573300837677744,0.46153846153846156,1,0.38961038961038963,2345.8501498501496,1.2462194552885915,0,0,0,0.03134034811428538,Low,2453.109336019082
CUST0126,Premier Distribution LLC,9,178,610949.03,3432.297921348315,1067,6.97354301952014,5.977401129943503,5.6748596320845115,0.949385779658751,0.0,24.0,4.0,1.505671077504726,35,28,108264.99,103694.02,0.25,0.04408132696562445,0.15836984653083125,1,5.0046860356138705,17177.573477038426,1.3054165999189953,0,0,0,0.2449298826933729,Low,149639.67424952995
CUST0128,Summit Goods & Industries,10,329,1260659.01,3831.7903039513676,1064,6.970730078143525,3.2134146341463414,3.4201511920054974,1.0643354753110088,0.0,18.0,2.0,3.111954459203036,42,55,172681.06000000003,227338.02999999997,-0.23636363636363636,-0.24042158718451087,0.10238545164465881,1,9.276315789473683,35544.89689849624,1.5341327757592416,0,1,1,0.9809560054086092,Critical,1236651.0266319718
CUST0129,Customer_0129,28,58,226388.72999999998,3903.253965517241,1057,6.964135612418245,18.05263157894737,16.272699587950957,0.9014031841722103,0.0,77.0,14.0,1.5510204081632653,9,13,34312.74,59276.310000000005,-0.3076923076923077,-0.4211390688792876,0.2671022997384426,2,1.6461684011352886,6425.413339640491,1.5271805551112207,0,0,0,0.19464043793631997,Low,44064.4015510473
CUST0130,Elite Corp,10,97,417209.38000000006,4301.12762886598,1068,6.974478911025045,11.020833333333334,10.831707030426111,0.982839201248494,0.0,50.0,8.0,0.9073724007561437,15,15,72449.10999999999,55518.19999999999,0.0,0.3049614360696132,0.1362489869525705,3,2.7247191011235956,11719.364606741574,1.3716269324323245,0,0,0,0.0279578855241553,Low,11664.29208564381
CUST0131,Metro Inc LLC,8,22,99521.34999999999,4523.697727272727,1012,6.920671504248683,47.80952380952381,55.220122281301634,1.1550025576766279,0.0,183.0,17.0,0.16733067729083664,5,4,10031.730000000001,26997.719999999998,0.25,-0.6284230668367551,0.6030226891555273,4,0.6521739130434783,2950.2376482213435,1.4765585226520326,0,0,0,0.002385297939111435,Low,237.3880710525878
CUST0133,West Foods & Industries,24,71,251000.13999999998,3535.2132394366195,1068,6.974478911025045,14.914285714285715,15.138723604747938,1.0150485175597277,0.0,89.0,9.5,1.6091954022988506,8,10,32451.7,34626.97,-0.2,-0.06282010814113971,0.12492145254131522,1,1.99438202247191,7050.565730337078,1.6421839584402993,0,0,0,0.19298601830955373,Low,48439.51761374054
CUST0134,Customer_0134,25,114,577460.5,5065.44298245614,1067,6.97354301952014,9.221238938053098,9.052164809427726,0.981664705820857,0.0,42.0,6.0,2.7111324376199613,17,18,144386.37,51517.740000000005,-0.05555555555555555,1.8026534160854102,0.26490647141300877,1,3.205248359887535,16236.002811621367,1.7141458284829258,0,1,1,0.8377843908499327,Critical,483787.39323239756
CUST0135,Superior Corp,45,75,305542.58999999997,4073.9012,1051,6.9584483932976555,13.594594594594595,15.926129919630716,1.1715045865334721,0.0,94.0,10.0,3.3101391650099403,17,10,51649.76,36320.24,0.7,0.42206549295929774,0.2319642373457758,3,2.14081826831589,8721.482112274025,1.249058474695799,0,1,1,0.9858775319833778,Critical,301227.57454500906
CUST0136,Superior Associates LLC,10,6,22584.4,3764.066666666667,1011,6.919683849847411,200.2,106.35882662007889,0.5312628702301643,62.0,357.0,186.0,0.04995004995004995,1,0,3.9,0.0,1.0,1.0,0.5,4,0.17804154302670622,670.160237388724,1.0213940153210899,0,0,0,0.010140071390625326,Low,229.0074283144386
CUST0137,Valley Store,7,70,352348.4000000001,5033.548571428572,1064,6.970730078143525,15.318840579710145,12.845796695947792,0.8385619413627224,0.0,52.0,11.0,0.45695364238410596,10,8,25077.620000000003,48408.43,0.25,-0.48195758466035765,0.3776043352685526,1,1.9736842105263157,9934.635338345866,1.3452677967535547,0,0,0,0.004832010024730011,Low,1702.55100099758
CUST0138,National Warehouse & Group,2,79,262066.40000000005,3317.296202531646,1064,6.970730078143525,13.615384615384615,13.955616817584266,1.0249888058112737,0.0,61.0,8.0,0.14689265536723164,14,17,28766.05,66258.0,-0.17647058823529413,-0.5658478976123638,0.18661050116030364,4,2.2274436090225564,7389.090225563911,1.2944543739352752,0,0,0,0.0026342717121279986,Low,690.3541042192211
CUST0139,Customer_0139,29,42,164041.48,3905.749523809524,1059,6.966024187106113,25.121951219512194,24.01790490649759,0.9560525254042731,1.0,95.0,15.0,1.154368932038835,6,3,11132.519999999999,14033.529999999999,1.0,-0.20671990582554783,0.296107271526629,3,1.189801699716714,4647.067422096318,1.6598395174913003,0,0,0,0.030306905608441684,Low,4971.589650229074
CUST0140,Green Associates,9,80,304696.87,3808.7108749999998,1068,6.974478911025045,13.405063291139241,11.385459673773491,0.8493402400643114,0.0,56.0,12.0,0.6713881019830028,13,16,78387.98000000001,32955.200000000004,-0.1875,1.3786224935670244,0.1224744871391589,1,2.2471910112359548,8558.900842696628,1.5245165086006438,0,0,0,0.012627212235000808,Low,3847.4720448304506
CUST0141,Red Beverage Corp,8,100,440185.42,4401.8542,1068,6.974478911025045,10.707070707070708,10.391570882851006,0.9705335069832544,0.0,50.0,7.0,0.7471698113207547,16,14,99653.98000000001,31720.76,0.14285714285714285,2.141601273109472,0.11775681155103795,2,2.8089887640449436,12364.758988764044,1.9044522946500604,0,0,0,0.008487842734274916,Low,3736.224618880752
CUST0142,United Sales,4,59,194707.36000000002,3300.1247457627123,1039,6.946975992135418,17.844827586206897,18.898437440408937,1.0590428710567328,0.0,114.0,13.0,0.22415458937198068,11,7,33892.28,20410.31,0.5714285714285714,0.66054704705612,0.139766292393819,1,1.7035611164581328,5621.9641963426375,1.2847784665284259,0,0,0,0.003219239427055765,Low,626.8096100499406
CUST0143,Valley Market & Partners,186,8,22629.86,2828.7325,990,6.898714534329988,114.85714285714286,120.89724089962871,1.0525879182803495,2.0,282.0,54.0,1.6194029850746268,0,2,0.0,122.59,-1.0,-1.0,0.2165063509461097,1,0.24242424242424243,685.7533333333333,1.37379512422833,1,0,1,0.9961497441811235,Critical,22542.729249854638
CUST0144,Customer_0144,1,35,128560.87000000002,3673.167714285715,1057,6.964135612418245,31.058823529411764,30.539533421522307,0.9832804321323471,1.0,151.0,20.0,0.032196969696969696,7,8,27237.39,18768.36,-0.125,0.4512397460406769,0.3776043352685526,1,0.9933774834437086,3648.8421002838227,1.6946053418471285,0,0,0,0.0012038059993779871,Low,154.7623465912535
CUST0145,First Wholesale,724,2,6783.31,3391.655,757,6.630683385642372,33.0,0.0,0.0,33.0,33.0,33.0,21.939393939393938,0,0,0.0,0.0,-1.0,-1.0,,4,0.07926023778071334,268.8233817701453,0.6814913590193504,1,1,1,1.0,Critical,6783.31
CUST0146,Superior Supply LLC,78,32,94405.68,2950.1775,1061,6.967909201801884,31.70967741935484,35.393213613523045,1.1161644171100857,0.0,138.0,19.0,2.459816887080366,6,9,10536.740000000002,27734.73,-0.3333333333333333,-0.6200886037109429,0.3227486121839514,2,0.9048067860508954,2669.3406220546653,1.3843236391724294,0,1,1,0.9471485345248287,Critical,89416.20146281992
CUST0147,Metro Depot,100,34,134796.43,3964.600882352941,978,6.88653164253051,26.606060606060606,26.644581290033663,1.0014478161402174,1.0,94.0,19.0,3.7585421412300684,6,4,27901.269999999997,30960.620000000003,0.5,-0.09881423563223235,0.39019115180651764,3,1.0429447852760736,4134.85981595092,1.3684591729042266,1,1,1,0.9989319205833235,Critical,134652.4567076755
CUST0148,East Foods & Services,162,5,26378.870000000003,5275.774,1033,6.9411900550683745,217.75,243.03549123533378,1.1161216589452756,28.0,567.0,138.0,0.7439724454649828,1,1,14793.54,5021.97,0.0,1.9457643116147645,0.692820323027551,2,0.14520813165537272,766.0852855759924,1.1124562193235925,1,0,1,0.9751750003269979,Critical,25724.014560875836
CUST0149,Customer_0149,6,33,175653.93000000002,5322.846363636364,1034,6.942156705699469,32.125,26.3055863072417,0.8188509356339829,1.0,119.0,30.5,0.1867704280155642,8,3,45244.200000000004,6729.7,1.6666666666666667,5.723063435219996,0.2294508422545565,4,0.9574468085106382,5096.3422630560935,1.0758231943046568,0,0,0,0.0019635593979259298,Low,344.90692503412345
CUST0150,Green Solutions,182,6,49469.509999999995,8244.918333333333,886,6.787844982309579,140.8,144.7262933954988,1.027885606502122,25.0,382.0,68.0,1.2926136363636362,0,2,0.0,2437.79,-1.0,-1.0,0.5,4,0.20316027088036115,1675.0398419864557,2.081401640264521,1,0,1,0.9801120462479125,Critical,48485.66267298156
CUST0151,Elite Company LLC,8,107,489303.32999999996,4572.928317757009,1065,6.97166860472579,9.971698113207546,9.818793978090532,0.9846661889097412,0.0,52.0,6.5,0.8022705771050143,14,19,47452.99999999999,86818.18000000001,-0.2631578947368421,-0.453420930961695,0.205607476635514,4,3.0140845070422535,13783.192394366197,1.4437832146393956,0,0,0,0.018343416189506648,Low,8975.494625101514
CUST0152,Modern Store,11,182,806032.8799999999,4428.7520879120875,1065,6.97166860472579,5.823204419889502,6.149228741809127,1.0559870989254763,0.0,37.0,4.0,1.8889943074003797,24,29,152733.05000000002,183648.37,-0.1724137931034483,-0.16833974622263176,0.20022930943174283,2,5.126760563380282,22705.151549295773,1.5700118881880791,0,0,0,0.3699390888692257,Medium,298183.0692258379
